data,A845,A859,A860,A841,A844,A815,A880
2010-10-18,5.0,2.4,0.0,0.0,0.0,6.2,0.6
2010-10-19,0.2,0.2,0.0,0.0,0.0,0.2,0.0
2010-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2010-10-21,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-22,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-23,9.8,3.4,2.8,3.4,13.8,8.2,17.4
2010-10-24,7.8,0.6,0.2,0.2,0.2,1.8,0.4
2010-10-25,6.2,0.0,0.0,0.0,2.2,13.0,8.0
2010-10-26,6.6,4.0,4.0,0.0,0.0,0.4,0.2
2010-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-28,0.4,0.2,0.0,0.0,0.0,0.2,0.2
2010-10-29,1.4,0.0,0.0,0.0,0.0,0.2,0.0
2010-10-30,27.6,,41.2,49.8,38.8,29.8,34.4
2010-10-31,0.0,0.0,0.0,0.0,7.4,0.0,4.8
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-04,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-06,18.0,9.2,14.2,7.2,4.4,19.4,5.0
2010-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-08,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-10,12.4,18.8,6.2,13.8,6.8,9.0,6.4
2010-11-11,0.2,0.2,0.0,0.2,0.0,0.2,0.0
2010-11-12,0.6,0.0,0.0,0.0,0.0,0.0,0.2
2010-11-13,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-14,1.4,0.0,0.0,0.0,1.2,0.0,0.0
2010-11-15,2.4,0.6,0.2,1.2,1.6,1.8,0.6
2010-11-16,4.8,21.0,27.6,35.4,3.4,21.6,45.4
2010-11-17,0.4,17.4,5.4,7.4,0.2,0.0,
2010-11-18,12.2,3.0,7.2,0.2,0.0,6.0,9.2
2010-11-19,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2010-11-20,0.4,0.8,0.2,1.2,1.4,0.0,0.4
2010-11-21,1.0,18.4,0.0,1.0,0.4,0.2,0.0
2010-11-22,22.0,9.6,14.4,9.4,,36.0,39.8
2010-11-23,35.6,1.8,6.8,0.0,1.0,10.0,6.4
2010-11-24,7.8,0.0,0.0,3.0,14.2,1.6,6.6
2010-11-25,7.6,10.8,12.4,19.0,2.8,1.8,3.0
2010-11-26,17.0,0.2,0.0,0.0,0.0,1.4,0.0
2010-11-27,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-28,0.4,0.0,0.0,0.0,0.0,0.2,0.0
2010-11-29,44.0,10.6,9.6,0.0,2.2,25.4,17.6
2010-11-30,12.4,4.2,4.2,2.2,12.4,25.4,13.4
2010-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-02,16.4,7.2,31.0,20.4,0.2,32.4,11.0
2010-12-03,4.0,46.4,13.4,29.6,29.8,10.6,20.4
2010-12-04,10.0,0.8,4.0,8.6,0.0,0.0,0.0
2010-12-05,4.8,32.0,23.6,,2.8,3.8,2.4
2010-12-06,15.2,3.8,,4.6,0.0,0.0,6.0
2010-12-07,2.2,0.0,0.6,0.0,2.8,0.0,0.0
2010-12-08,7.0,16.8,15.8,27.2,8.8,1.6,2.2
2010-12-09,0.6,0.2,0.0,0.0,0.2,0.6,0.0
2010-12-10,0.4,0.0,0.0,0.0,0.0,0.2,0.0
2010-12-11,4.8,17.4,6.2,28.0,2.0,0.0,0.0
2010-12-12,1.8,18.2,7.2,20.8,16.6,0.2,1.4
2010-12-13,21.6,,,54.2,39.0,22.4,28.8
2010-12-14,26.0,11.0,,9.6,1.4,10.2,3.0
2010-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-16,0.4,0.6,0.0,0.0,0.0,0.0,0.0
2010-12-17,7.0,12.4,7.0,12.6,2.0,2.0,1.2
2010-12-18,6.4,0.0,0.8,0.2,0.0,4.4,0.2
2010-12-19,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-20,2.2,0.0,0.0,0.4,0.0,0.4,15.0
2010-12-21,4.4,14.8,16.2,17.4,0.2,7.0,20.8
2010-12-22,24.8,15.6,7.2,5.4,1.0,7.8,30.8
2010-12-23,41.6,6.0,21.6,51.6,8.2,14.4,15.6
2010-12-24,2.4,2.4,0.0,0.0,0.0,29.4,0.0
2010-12-25,3.8,23.2,0.0,0.2,5.4,1.6,1.2
2010-12-26,6.2,14.8,23.4,4.8,12.2,3.4,7.8
2010-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-29,0.6,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-30,16.8,0.0,0.0,0.0,0.0,0.2,0.0
2010-12-31,38.6,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-02,2.2,0.0,0.0,0.4,0.0,0.0,0.0
2011-01-03,14.4,9.0,0.0,3.8,0.2,0.2,15.0
2011-01-04,7.4,6.0,0.8,1.8,8.4,2.8,0.2
2011-01-05,1.0,0.0,0.0,1.6,0.6,0.0,0.0
2011-01-06,23.8,2.8,7.0,16.6,0.0,5.0,0.0
2011-01-07,52.0,14.8,31.6,8.2,0.8,15.8,1.6
2011-01-08,0.2,5.8,0.8,0.2,0.0,0.2,1.0
2011-01-09,14.4,0.0,34.2,16.6,1.0,1.6,0.2
2011-01-10,23.0,0.0,0.0,2.0,0.0,0.2,0.0
2011-01-11,25.0,2.0,10.8,4.6,0.0,0.0,0.0
2011-01-12,5.2,1.2,0.2,0.6,0.0,0.2,0.0
2011-01-13,10.8,,3.6,0.2,7.4,3.2,18.0
2011-01-14,1.4,0.2,0.0,0.0,6.4,0.2,2.4
2011-01-15,15.6,0.0,0.0,0.0,5.8,2.4,0.2
2011-01-16,18.0,5.2,0.2,1.6,24.6,7.2,1.8
2011-01-17,0.2,16.4,0.0,4.6,2.2,0.6,22.6
2011-01-18,17.8,4.8,,3.6,0.4,21.2,34.0
2011-01-19,37.8,30.2,7.6,3.2,15.4,12.6,27.2
2011-01-20,14.4,22.4,2.4,1.2,0.4,12.2,7.6
2011-01-21,24.8,2.4,7.0,0.4,0.0,0.0,0.0
2011-01-22,67.0,6.4,7.6,5.6,,30.8,46.8
2011-01-23,12.4,7.2,16.8,27.6,10.4,7.6,9.2
2011-01-24,27.2,1.0,3.6,1.0,0.2,5.4,0.0
2011-01-25,3.6,2.6,0.0,5.0,2.6,6.2,0.6
2011-01-26,44.4,46.0,0.2,1.6,10.4,0.8,
2011-01-27,15.4,0.4,4.8,0.0,0.0,28.6,0.0
2011-01-28,1.0,0.0,0.0,11.2,0.0,0.0,0.2
2011-01-29,27.8,13.0,0.6,1.0,0.6,13.8,0.0
2011-01-30,30.2,6.4,9.2,0.0,0.0,2.8,0.2
2011-01-31,6.4,7.8,0.6,0.0,0.0,0.0,0.0
2011-02-01,1.8,6.8,2.0,5.0,29.8,8.4,0.2
2011-02-02,,0.4,2.2,14.4,1.4,11.4,13.6
2011-02-03,4.8,0.0,0.0,1.6,0.0,0.0,0.0
2011-02-04,1.4,0.0,0.0,0.0,0.0,7.8,0.0
2011-02-05,10.0,13.0,0.2,7.2,0.8,0.0,6.8
2011-02-06,6.6,11.4,7.8,17.2,9.4,9.4,0.2
2011-02-07,54.4,0.4,16.0,11.0,0.0,6.4,0.0
2011-02-08,4.6,15.2,27.0,20.4,2.2,11.2,7.0
2011-02-09,11.8,13.8,15.6,1.2,2.0,19.4,6.4
2011-02-10,7.8,42.8,22.4,7.0,7.2,23.8,8.2
2011-02-11,7.6,1.2,0.4,0.2,7.8,0.8,3.8
2011-02-12,18.2,18.0,6.4,22.8,19.4,2.2,27.6
2011-02-13,32.0,6.8,11.8,24.0,11.2,32.8,23.4
2011-02-14,32.2,21.4,4.0,9.2,0.6,6.2,4.4
2011-02-15,42.2,3.8,0.2,0.0,0.0,0.2,0.0
2011-02-16,16.8,2.2,0.0,0.0,0.0,0.0,0.0
2011-02-17,7.6,3.6,0.0,0.0,0.0,0.0,0.0
2011-02-18,1.8,0.0,0.0,0.0,0.0,,0.0
2011-02-19,0.8,0.2,0.0,0.0,0.0,6.2,0.0
2011-02-20,0.0,0.0,0.0,0.2,10.8,19.4,3.0
2011-02-21,7.2,0.0,1.8,5.8,7.6,1.8,0.0
2011-02-22,33.0,17.8,3.8,11.8,19.4,34.4,25.0
2011-02-23,19.0,6.0,0.2,18.8,11.2,8.0,0.4
2011-02-24,6.6,2.0,19.4,5.0,7.8,6.4,17.0
2011-02-25,7.4,5.8,30.4,6.4,3.6,6.6,21.0
2011-02-26,4.2,21.4,2.2,11.8,12.6,4.0,14.6
2011-02-27,61.6,3.8,1.0,46.4,6.8,37.8,8.8
2011-02-28,22.0,9.8,25.6,3.2,0.4,3.6,5.4
2011-03-01,4.8,0.6,0.8,0.2,0.0,0.2,0.0
2011-03-02,28.4,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-03,3.0,0.0,0.0,0.0,0.0,0.0,0.2
2011-03-04,6.2,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-05,7.4,0.2,0.0,0.0,0.0,0.4,0.2
2011-03-06,17.8,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-07,4.4,0.0,0.0,0.0,0.0,2.2,0.2
2011-03-08,2.0,0.0,0.0,0.0,0.0,0.2,0.0
2011-03-09,20.0,0.2,0.2,0.0,0.0,0.6,0.0
2011-03-10,1.0,0.0,0.0,0.0,0.0,0.0,
2011-03-11,13.0,20.0,1.0,42.8,3.2,3.4,13.8
2011-03-12,2.2,44.8,27.4,27.0,3.2,5.2,3.6
2011-03-13,4.6,1.2,0.0,0.0,0.0,3.6,1.0
2011-03-14,55.6,0.6,4.6,0.0,0.0,5.6,0.0
2011-03-15,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-16,0.2,0.0,0.0,0.0,0.0,0.2,0.0
2011-03-17,0.4,0.0,0.0,0.0,0.0,0.2,0.0
2011-03-18,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-19,13.2,0.8,1.8,10.8,0.2,11.6,0.8
2011-03-20,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-21,0.8,0.0,0.0,0.0,0.0,0.2,0.2
2011-03-22,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-23,1.6,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-24,2.8,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-25,10.6,8.0,20.6,1.0,8.6,1.8,8.4
2011-03-26,10.0,0.0,3.4,0.2,30.2,18.6,33.4
2011-03-27,18.6,9.4,27.4,16.0,39.8,,
2011-03-28,11.6,7.4,13.2,38.4,24.6,15.2,16.6
2011-03-29,44.8,20.0,11.4,36.2,18.8,24.4,30.8
2011-03-31,,26.6,,,,,
2011-04-01,3.6,0.0,0.0,15.2,0.0,0.0,0.0
2011-04-02,1.2,35.4,,43.2,7.6,0.0,2.8
2011-04-03,1.2,0.0,0.0,0.2,0.2,0.2,0.2
2011-04-04,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-05,6.0,2.6,11.4,11.8,0.6,15.6,4.0
2011-04-06,0.0,0.4,0.4,0.2,0.0,0.0,0.0
2011-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-08,0.4,0.2,0.0,0.2,0.0,0.2,0.0
2011-04-09,2.4,1.0,4.8,0.2,5.4,10.8,11.0
2011-04-10,26.4,0.2,0.2,0.0,0.0,0.2,0.2
2011-04-11,0.4,0.0,0.0,0.0,0.0,0.0,0.2
2011-04-12,2.0,0.2,0.2,0.0,0.0,0.0,0.2
2011-04-13,0.2,0.2,0.0,0.0,0.0,0.0,0.2
2011-04-14,0.2,0.0,0.2,0.2,0.0,0.2,0.2
2011-04-15,16.6,36.2,3.8,17.2,30.2,20.4,33.0
2011-04-16,0.0,0.0,0.0,0.0,2.0,0.0,5.2
2011-04-17,3.6,7.4,0.0,0.2,0.0,3.2,0.0
2011-04-18,3.2,0.2,3.0,7.0,0.4,3.2,33.6
2011-04-19,0.2,0.2,12.8,0.2,0.0,0.2,0.2
2011-04-20,0.4,0.0,0.2,0.0,1.2,0.0,5.0
2011-04-21,10.4,26.2,10.6,18.2,13.0,9.0,11.8
2011-04-22,0.6,0.2,0.0,7.0,1.0,0.0,0.2
2011-04-23,1.2,0.0,0.0,0.2,31.4,18.2,24.2
2011-04-24,13.6,2.4,,16.2,4.2,9.8,4.2
2011-04-25,0.4,0.2,0.0,0.4,0.2,0.2,0.0
2011-04-26,0.2,0.2,0.0,0.2,0.0,0.2,0.2
2011-04-27,0.2,0.0,0.0,0.0,0.0,0.0,0.2
2011-04-28,0.2,0.0,,0.0,0.0,0.0,0.0
2011-04-29,0.2,0.0,,0.0,0.0,0.0,0.2
2011-04-30,9.6,0.2,,0.0,0.0,0.2,0.2
2011-05-01,6.6,8.6,,11.4,5.6,3.6,5.0
2011-05-02,0.2,0.2,,3.0,1.4,1.4,1.2
2011-05-03,0.4,0.4,,3.0,3.0,2.8,9.0
2011-05-04,4.6,0.0,,0.4,0.2,0.2,0.2
2011-05-05,0.2,0.4,,0.2,0.0,0.0,0.2
2011-05-06,0.0,0.0,,0.0,0.0,0.0,0.0
2011-05-07,0.0,0.4,,0.2,0.0,0.2,0.4
2011-05-08,0.2,0.2,,0.0,0.0,0.0,0.2
2011-05-09,1.6,0.0,,0.0,4.0,0.6,0.2
2011-05-10,1.2,0.8,,0.0,0.2,0.2,0.0
2011-05-11,26.4,0.8,,9.4,25.2,19.6,16.4
2011-05-12,1.4,0.2,,0.2,0.0,5.6,13.6
2011-05-13,0.6,0.0,,0.0,0.0,0.0,0.2
2011-05-14,0.4,0.0,,0.2,0.0,0.0,0.0
2011-05-15,40.6,33.0,,40.2,42.2,33.4,46.2
2011-05-16,59.0,0.2,,3.0,0.6,1.0,1.2
2011-05-17,19.6,0.2,,0.4,0.0,0.4,0.2
2011-05-18,3.4,0.0,,0.0,0.0,0.0,0.0
2011-05-19,10.0,0.2,,0.2,0.0,1.6,0.4
2011-05-20,6.0,0.0,,0.0,0.4,0.0,0.0
2011-05-21,1.4,0.0,,0.0,0.0,0.2,0.0
2011-05-22,3.8,0.0,,0.2,0.0,0.0,0.2
2011-05-23,0.2,0.2,,1.0,8.0,4.8,9.4
2011-05-24,0.4,0.8,,0.6,2.2,0.2,0.2
2011-05-25,2.2,0.2,,0.0,0.0,0.0,0.0
2011-05-26,0.6,,,0.0,0.0,0.0,0.2
2011-05-27,9.6,0.0,,0.0,0.0,1.6,0.0
2011-05-28,1.0,0.0,,0.2,0.0,0.2,0.2
2011-05-29,0.2,0.4,,0.2,0.0,0.2,0.0
2011-05-30,0.0,0.0,,0.4,0.0,0.2,0.2
2011-05-31,0.0,0.2,,0.0,0.0,0.2,0.0
2011-06-01,0.0,0.0,0.0,0.0,0.2,0.0,0.2
2011-06-02,0.0,0.0,0.0,0.4,0.2,0.2,0.2
2011-06-03,0.0,0.2,0.2,0.2,0.0,0.2,0.2
2011-06-04,1.6,2.0,0.6,2.8,9.0,3.2,10.6
2011-06-05,0.0,0.2,0.2,0.2,0.0,0.0,0.0
2011-06-06,0.0,0.0,0.0,0.2,0.0,0.0,0.2
2011-06-07,11.4,9.8,6.8,19.8,45.6,12.8,46.0
2011-06-08,18.4,22.4,15.2,8.6,14.2,13.8,16.4
2011-06-09,0.0,0.8,1.2,1.6,0.0,0.0,0.0
2011-06-10,0.2,0.0,0.0,0.0,0.2,0.2,0.4
2011-06-11,0.0,0.2,0.0,0.2,0.0,0.2,0.0
2011-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2011-06-14,0.0,0.2,0.0,0.2,0.2,0.2,0.2
2011-06-15,0.2,0.0,0.0,0.0,0.0,0.2,0.2
2011-06-16,0.0,0.0,0.0,0.2,0.0,0.0,0.2
2011-06-17,0.0,0.2,0.2,0.2,0.0,0.0,0.2
2011-06-18,2.4,29.6,5.4,26.8,21.2,6.2,15.0
2011-06-19,2.0,0.0,0.2,0.0,0.0,0.0,0.8
2011-06-20,2.2,0.2,0.0,0.0,0.6,2.8,10.2
2011-06-21,5.8,1.0,1.2,4.0,34.4,13.6,31.4
2011-06-22,5.4,,33.4,46.4,12.0,5.4,7.2
2011-06-23,9.4,28.0,10.4,29.2,19.6,0.8,2.6
2011-06-24,5.6,0.0,0.0,0.2,7.0,0.4,4.0
2011-06-25,8.4,2.8,3.2,9.0,16.6,27.0,22.0
2011-06-26,39.4,9.4,16.8,14.8,15.2,18.6,23.2
2011-06-27,2.8,2.6,0.8,1.0,0.0,0.8,1.8
2011-06-28,0.0,0.0,0.0,0.0,0.0,,0.0
2011-06-29,0.0,0.8,2.0,0.8,1.2,0.2,0.8
2011-06-30,8.6,2.4,3.8,4.8,4.2,5.4,3.4
2011-07-01,20.8,,,,27.4,15.0,20.0
2011-07-02,20.4,20.2,9.4,0.8,0.6,8.0,7.0
2011-07-03,8.4,17.6,17.0,8.8,1.0,6.2,1.2
2011-07-04,0.0,0.4,0.2,0.0,0.0,,0.0
2011-07-05,0.0,0.2,0.0,0.2,0.0,0.0,0.0
2011-07-06,0.0,0.2,0.0,0.2,0.0,0.0,0.0
2011-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-08,0.0,0.2,0.2,0.0,0.0,0.0,0.0
2011-07-09,0.0,0.2,0.0,0.2,0.0,0.0,0.0
2011-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-11,0.0,1.6,2.4,1.4,1.2,0.8,2.2
2011-07-12,1.2,0.2,0.0,0.0,0.0,0.6,0.2
2011-07-13,7.6,0.0,11.8,0.0,20.6,10.6,11.8
2011-07-14,7.8,9.4,2.4,1.0,5.8,2.8,18.0
2011-07-15,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-17,1.2,0.0,0.0,1.6,36.0,1.6,33.8
2011-07-18,45.2,39.2,33.8,49.2,46.2,31.8,52.6
2011-07-19,12.4,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-20,18.0,0.0,1.8,1.6,23.0,17.2,15.6
2011-07-21,59.6,43.8,35.0,53.8,,40.0,
2011-07-22,4.8,7.8,8.8,3.4,1.2,4.6,1.6
2011-07-23,0.4,0.0,0.2,0.2,0.2,0.0,0.2
2011-07-24,1.6,0.0,0.0,0.0,0.0,0.2,0.0
2011-07-25,2.8,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-26,10.8,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-27,1.0,0.0,0.0,0.2,0.0,0.2,0.2
2011-07-28,0.6,0.0,0.0,20.0,0.0,0.0,0.0
2011-07-29,1.2,0.0,0.8,0.0,1.8,4.2,4.0
2011-07-30,39.8,38.6,41.0,37.6,34.4,35.8,40.0
2011-07-31,4.4,12.0,2.0,7.8,2.2,2.4,0.0
2011-08-01,19.6,,28.8,41.8,2.6,5.0,1.0
2011-08-02,19.2,3.6,1.8,3.2,11.2,6.8,5.8
2011-08-03,3.2,0.0,0.0,0.0,2.2,6.2,1.8
2011-08-04,1.0,0.4,1.8,2.4,1.4,2.0,2.8
2011-08-05,0.0,0.2,0.0,0.0,0.0,,0.0
2011-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-08,28.6,0.8,0.6,0.4,11.2,18.4,27.6
2011-08-09,,,,57.4,,,
2011-08-10,,0.2,0.2,0.0,0.2,4.2,0.6
2011-08-11,7.8,0.0,0.2,0.0,0.0,0.2,0.0
2011-08-12,1.4,0.0,0.2,0.0,0.0,0.2,0.0
2011-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-15,10.2,6.8,0.0,0.0,5.4,3.4,11.8
2011-08-16,0.4,0.0,0.2,0.0,0.0,0.0,0.2
2011-08-17,7.6,0.0,0.0,0.0,0.0,0.2,0.0
2011-08-18,0.2,2.0,0.0,6.2,0.0,0.0,0.0
2011-08-19,23.2,36.2,20.2,27.0,25.8,10.2,16.2
2011-08-20,5.4,21.8,7.4,23.2,12.8,6.4,14.2
2011-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-22,0.2,0.8,0.0,0.0,0.0,0.0,0.0
2011-08-23,37.6,29.4,38.4,33.4,13.0,15.0,14.2
2011-08-24,8.6,0.0,0.2,0.2,1.0,3.0,3.4
2011-08-25,8.2,0.2,0.0,0.0,4.4,1.6,4.2
2011-08-26,14.8,5.2,13.2,12.0,4.2,16.4,5.4
2011-08-27,2.0,0.0,0.0,0.0,0.0,0.0,0.2
2011-08-28,10.8,0.0,0.0,0.0,3.8,0.0,1.6
2011-08-29,65.6,0.0,2.4,9.8,20.2,33.8,44.2
2011-08-30,,37.4,,,,,54.4
2011-08-31,12.8,6.2,5.4,0.6,1.0,6.4,2.8
2011-09-01,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2011-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-04,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2011-09-05,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-06,25.8,3.0,13.2,5.4,10.6,22.8,11.8
2011-09-07,12.0,14.4,17.0,15.6,0.0,3.4,0.2
2011-09-08,,,,55.6,22.4,27.4,18.6
2011-09-09,48.2,,,54.8,15.2,23.4,17.2
2011-09-10,1.6,0.2,0.0,0.2,0.2,2.8,0.6
2011-09-11,0.0,0.2,0.2,0.2,0.2,0.2,0.2
2011-09-12,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2011-09-13,0.0,0.2,0.0,0.2,0.0,0.0,0.0
2011-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-15,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-16,5.8,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-17,7.8,0.0,0.2,0.0,0.0,0.0,0.0
2011-09-18,4.2,0.6,0.0,0.2,1.6,0.4,0.8
2011-09-19,0.0,0.0,0.0,0.2,0.0,0.4,0.0
2011-09-20,19.8,22.2,23.2,28.8,16.0,18.0,16.0
2011-09-21,1.2,0.0,12.6,2.6,0.0,6.0,0.8
2011-09-22,0.2,0.0,0.0,0.2,0.0,0.2,0.2
2011-09-23,0.0,9.8,7.0,22.0,17.2,5.6,7.8
2011-09-24,17.2,6.4,7.0,1.8,2.4,5.2,13.8
2011-09-25,26.0,0.0,0.0,0.0,0.0,0.4,0.2
2011-09-26,1.2,0.0,0.0,0.0,0.0,0.2,0.0
2011-09-27,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2011-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2011-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2011-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,0.2,0.0,0.0,0.0,17.4,2.0,14.8
2011-10-02,7.0,5.4,7.6,8.0,17.4,3.2,14.4
2011-10-03,4.2,0.0,0.0,0.0,0.0,0.2,0.2
2011-10-04,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-05,4.4,0.0,0.0,0.0,0.0,0.2,0.0
2011-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2011-10-07,0.6,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-08,2.8,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-09,4.6,28.8,10.2,28.2,3.8,4.8,3.0
2011-10-10,5.2,1.0,1.0,12.6,0.0,20.0,4.6
2011-10-11,0.0,0.2,0.2,0.4,0.0,0.0,0.0
2011-10-12,2.4,0.2,0.0,0.0,0.0,0.0,0.0
2011-10-13,34.0,17.8,,,55.8,35.8,29.8
2011-10-14,10.4,12.6,19.6,30.2,8.8,7.2,11.0
2011-10-15,0.2,0.0,0.0,0.0,0.0,0.0,0.2
2011-10-16,2.0,7.2,1.0,0.2,5.4,10.6,4.8
2011-10-17,0.2,0.0,5.0,0.2,0.0,0.0,0.2
2011-10-18,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-19,4.6,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-20,2.2,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-21,13.4,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-22,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-23,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-24,0.0,0.0,0.0,0.0,0.0,0.0,1.2
2011-10-25,34.8,17.8,15.6,27.8,20.4,34.6,25.2
2011-10-26,,0.6,7.0,4.0,33.6,9.4,22.6
2011-10-27,,0.2,0.4,0.2,1.8,6.2,3.2
2011-10-28,,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-29,,18.0,10.2,,5.2,0.0,0.0
2011-10-30,7.2,47.0,27.6,55.0,12.0,6.2,5.2
2011-10-31,6.8,0.0,0.0,0.0,0.0,0.0,0.2
2011-11-01,10.6,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-02,4.4,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-03,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-04,0.2,0.0,0.0,0.0,0.0,0.2,0.0
2011-11-05,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-07,42.0,0.2,5.8,0.0,2.6,13.4,0.2
2011-11-08,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-09,0.6,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-11,12.0,0.0,5.4,18.6,1.0,0.6,1.2
2011-11-12,2.2,2.0,0.4,0.2,0.0,0.0,0.0
2011-11-13,1.6,0.0,0.2,0.2,0.0,0.0,0.0
2011-11-14,3.6,0.6,0.0,0.2,0.0,0.0,0.0
2011-11-15,17.0,19.0,19.4,33.8,19.4,8.0,7.0
2011-11-16,27.6,14.2,17.8,11.0,1.6,3.6,0.4
2011-11-17,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2011-11-18,0.2,0.0,0.0,0.0,0.0,0.2,0.0
2011-11-19,0.6,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-20,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-21,4.2,0.2,0.0,0.0,0.0,0.0,0.2
2011-11-22,25.8,8.2,11.8,12.8,22.2,12.0,24.0
2011-11-23,30.4,0.8,1.6,5.4,7.2,3.4,3.0
2011-11-24,0.0,0.0,0.0,0.0,0.0,0.2,0.2
2011-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-26,3.6,8.0,6.8,5.4,0.6,0.0,0.0
2011-11-27,14.8,0.0,2.6,51.0,0.2,6.8,4.6
2011-11-28,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-29,1.6,0.0,0.0,0.0,0.0,0.2,0.0
