,CD_OSCAR,DC_NOME,FL_CAPITAL,DT_FIM_OPERACAO,CD_SITUACAO,TP_ESTACAO,VL_LATITUDE,CD_WSI,CD_DISTRITO,VL_ALTITUDE,SG_ESTADO,SG_ENTIDADE,CD_ESTACAO,VL_LONGITUDE,DT_INICIO_OPERACAO,geometry,bacia
454,0-2000-0-81990,REMANSO,N,,Operante,Automatica,-9.62555554,0-76-0-2926004000000321, 04,397.4,BA,INMET,A423,-42.07722221,2008-03-25T21:00:00.000-03:00,POINT (-42.07722221 -9.625555540000001),Sobradinho
491,0-2000-0-86633,SANTA RITA DE CASSIA,N,,Pane,Automatica,-11.00277777,0-76-0-2928406000000198, 04,450.01,BA,INMET,A415,-44.52499999,2007-05-27T21:00:00.000-03:00,POINT (-44.52499999 -11.00277777),Sobradinho
527,0-2000-0-86739,SAO ROMAO,N,,Operante,Automatica,-16.362747,0-76-0-3164209000000218, 05,490.29,MG,INMET,A547,-45.123801,2007-06-29T21:00:00.000-03:00,POINT (-45.123801 -16.362747),Sobradinho
544,0-2000-0-86790,SETE LAGOAS,N,,Operante,Automatica,-19.45527777,0-76-0-3167202000000520, 05,719,MG,INMET,A569,-44.17333332,2016-06-09T21:00:00.000-03:00,POINT (-44.17333332 -19.45527777),Sobradinho
572,0-2000-0-86779,TRES MARIAS,N,,Operante,Automatica,-18.200855,0-76-0-3169356000000100, 05,931.01,MG,INMET,A528,-45.459836,2006-08-24T21:00:00.000-03:00,POINT (-45.459836 -18.200855),Sobradinho
584,0-2000-0-86738,UNAI,N,,Operante,Automatica,-16.55416666,0-76-0-3170404000000212, 05,640.85,MG,INMET,A542,-46.88194443,2007-06-15T21:00:00.000-03:00,POINT (-46.88194443 -16.55416666),Sobradinho
62,0-2000-0-86908,BARUERI,,,Operante,Automatica,-23.52388888,0-76-0-3510609000000470, 07,776.5,SP,INMET,A755,-46.86944443,2011-03-28T21:00:00.000-03:00,POINT (-46.86944443 -23.52388888),Barra Bonita
81,,BRAGANCA PAULISTA,N,,Operante,Automatica,-22.951944,0-76-0-3507605000000569, 07,891,SP,INMET,A744,-46.530556,2017-12-19T21:00:00.000-03:00,POINT (-46.530556 -22.951944),Barra Bonita
350,0-2000-0-86870,MONTE VERDE,N,,Operante,Automatica,-22.86166666,0-76-0-3110509000000071, 05,1544.89,MG,INMET,A509,-46.04333333,2004-12-18T21:00:00.000-03:00,POINT (-46.04333333 -22.86166666),Barra Bonita
418,0-2000-0-86868,PIRACICABA,N,,Pane,Automatica,-22.70305555,0-76-0-3538709000000110, 07,566.46,SP,INMET,A726,-47.62333332,2006-09-25T21:00:00.000-03:00,POINT (-47.62333332 -22.70305555),Barra Bonita
524,0-2000-0-86909,SAO PAULO - INTERLAGOS,N,,Operante,Automatica,-23.724501,0-76-0-3550308000000573, 07,771,SP,INMET,A771,-46.677501,2018-03-13T21:00:00.000-03:00,POINT (-46.677501 -23.724501),Barra Bonita
525,0-2000-0-86910,SAO PAULO - MIRANTE,N,,Operante,Automatica,-23.496294,0-76-0-3550308000000089, 07,785.64,SP,INMET,A701,-46.620088,2006-07-24T21:00:00.000-03:00,POINT (-46.620088 -23.496294),Barra Bonita
553,0-2000-0-86907,SOROCABA,N,,Operante,Automatica,-23.4261111,0-76-0-3552205000000098, 07,609.33,SP,INMET,A713,-47.58555555,2006-08-21T21:00:00.000-03:00,POINT (-47.58555555 -23.4261111),Barra Bonita
150,0-2000-0-86939,CLEVELANDIA,,,Operante,Automatica,-26.41722221,0-76-0-4105706000000364, 08,966.06,PR,INMET,A876,-52.3486111,2008-05-14T21:00:00.000-03:00,POINT (-52.3486111 -26.41722221),Iguaçu
154,0-2000-0-86928,COLOMBO,N,,Operante,Automatica,-25.322464,0-76-0-4105805000000516, 08,950,PR,INMET,B806,-49.157733,2016-05-31T21:00:00.000-03:00,POINT (-49.157733 -25.322464),Iguaçu
176,0-2000-0-86933,CURITIBA,N,,Operante,Automatica,-25.4486111,0-76-0-4106902000000046, 08,922.91,PR,INMET,A807,-49.23055554,2003-01-27T22:00:00.000-02:00,POINT (-49.23055554 -25.4486111),Iguaçu
185,0-2000-0-86927,DOIS VIZINHOS,N,,Pane,Automatica,-25.69916666,0-76-0-4107207000000178, 08,545.95,PR,INMET,A843,-53.09527777,2007-03-28T21:00:00.000-03:00,POINT (-53.09527777 -25.69916666),Iguaçu
220,0-2000-0-86925,FOZ DO IGUACU,N,,Pane,Automatica,-25.60194444,0-76-0-4108304000000288, 08,235.09,PR,INMET,A846,-54.48305554,2008-02-14T21:00:00.000-03:00,POINT (-54.48305554 -25.60194444),Iguaçu
226,0-2000-0-86941,GENERAL CARNEIRO,,,Operante,Automatica,-26.3986111,0-76-0-4108502000000356, 08,1009.01,PR,INMET,A875,-51.35361111,2008-04-29T21:00:00.000-03:00,POINT (-51.35361111 -26.3986111),Iguaçu
253,0-2000-0-86929,INACIO MARTINS,N,,Operante,Automatica,-25.567879,0-76-0-4110201000000117, 08,1208.85,PR,INMET,A823,-51.077946,2006-10-15T21:00:00.000-03:00,POINT (-51.077946 -25.567879),Iguaçu
311,0-2000-0-86949,LARANJEIRAS DO SUL,N,,Operante,Automatica,-25.36888888,0-76-0-4113304000000525, 08,835,PR,INMET,B804,-52.39194444,2016-08-06T21:00:00.000-03:00,POINT (-52.39194444 -25.36888888),Iguaçu
324,0-2000-0-86942,MAJOR VIEIRA,,,Operante,Automatica,-26.3936111,0-76-0-4210308000000442, 08,799.58,SC,INMET,A864,-50.36333333,2009-02-08T21:00:00.000-03:00,POINT (-50.36333333 -26.3936111),Iguaçu
425,0-2000-0-86926,PLANALTO,,,Pane,Automatica,-25.72194443,0-76-0-4119806000000265, 08,399.1,PR,INMET,A855,-53.74805555,2007-11-06T21:00:00.000-03:00,POINT (-53.74805555 -25.72194443),Iguaçu
467,0-2000-0-86945,RIO NEGRINHO,N,,Operante,Automatica,-26.2486111,0-76-0-4215000000000320, 08,800,SC,INMET,A862,-49.57416666,2008-03-21T21:00:00.000-03:00,POINT (-49.57416666 -26.2486111),Iguaçu
520,0-2000-0-86931,SAO MATEUS DO SUL,,,Pane,Automatica,-25.83555555,0-76-0-4125605000000472, 08,780.21,PR,INMET,A874,-50.36888888,2011-04-16T21:00:00.000-03:00,POINT (-50.36888888 -25.83555555),Iguaçu
